AGEP,SEX,RAC1P,HISP,SCHL,PINCP,MAR,ST,MIL,DIS,CIT,ENG,NP,JWTRNS,ESR,HINS1,TEN,PWGTP,state
37,1,1,1,18,81000,1,39,4,2,1,0,4,1,1,1,1,117,39
67,1,1,1,16,33600,1,39,4,2,1,0,2,0,6,1,2,245,39
36,1,1,1,21,5600,1,39,4,2,1,0,2,0,3,1,1,146,39
31,1,1,1,22,89000,1,39,4,2,1,0,3,1,1,1,1,164,39
37,1,1,1,20,70000,1,39,4,2,1,0,4,1,1,1,1,93,39
65,1,1,1,16,209000,1,39,4,1,1,0,2,1,1,1,1,115,39
5,2,1,1,1,-19999,5,39,0,2,1,0,8,0,0,2,1,110,39
25,1,1,1,16,35000,1,39,4,2,1,0,4,11,1,2,3,411,39
7,1,1,1,4,-19999,5,39,0,2,1,0,6,0,0,1,1,149,39
32,1,6,1,23,58000,1,39,4,2,5,1,4,1,1,1,3,145,39
59,1,1,1,16,40000,3,39,4,2,1,0,5,1,1,2,1,27,39
56,2,1,1,21,5000,1,39,4,2,1,0,2,1,1,1,1,123,39
56,2,1,1,18,10100,5,39,4,1,1,0,1,0,6,2,3,141,39
47,2,1,1,22,90000,1,39,4,2,1,0,4,1,1,1,1,111,39
43,2,1,1,15,220,5,39,4,1,1,0,3,0,6,2,3,153,39
6,1,1,1,3,-19999,5,39,0,2,1,0,4,0,0,1,1,75,39
58,2,1,1,21,107020,1,39,4,2,1,0,3,1,1,1,1,73,39
7,2,1,1,5,-19999,5,39,0,2,1,0,5,0,0,1,1,338,39
10,2,1,1,6,-19999,5,39,0,2,1,0,3,0,0,1,3,36,39
94,2,1,1,16,13200,2,39,4,2,1,0,1,0,6,2,2,56,39
34,2,2,1,18,25000,5,39,4,1,1,0,1,10,1,1,3,536,39
49,1,1,1,18,0,1,39,4,2,1,0,4,0,6,2,1,135,39
94,2,1,1,20,19100,2,39,4,1,1,0,1,0,6,2,3,551,39
11,2,1,1,7,-19999,5,39,0,2,1,0,6,0,0,2,1,186,39
13,1,1,1,9,-19999,5,39,0,2,1,0,4,0,0,1,2,133,39
21,2,1,1,18,32000,5,39,4,2,1,0,1,1,1,1,1,515,39
66,2,1,1,20,17500,3,39,4,2,1,1,1,0,6,2,2,62,39
42,2,1,1,22,31700,1,39,4,2,1,0,4,0,6,1,1,189,39
63,2,1,1,19,0,1,39,4,2,1,0,2,0,6,1,1,122,39
65,2,1,1,19,50100,2,39,4,2,1,0,1,1,1,2,2,664,39
25,2,1,1,16,25000,1,39,4,2,1,0,2,1,1,1,1,95,39
28,2,9,5,21,0,1,39,4,2,4,2,4,0,6,1,3,145,39
61,2,1,1,23,55000,5,39,4,2,1,0,1,3,1,1,4,41,39
19,1,2,1,18,0,5,39,4,1,1,0,3,0,6,1,3,367,39
3,2,1,1,1,-19999,5,39,0,2,1,0,3,0,0,1,1,151,39
22,2,9,1,20,25000,5,39,4,2,1,0,3,1,1,2,3,148,39
29,2,1,1,18,300,1,39,4,2,1,0,5,0,6,1,1,61,39
51,1,1,1,19,99400,1,39,4,2,1,0,5,9,1,1,1,38,39
34,1,1,1,19,65000,1,39,4,2,1,0,4,1,1,1,1,228,39
21,2,1,1,20,0,5,39,4,2,1,0,2,0,6,2,1,225,39
59,2,1,1,16,6000,3,39,4,2,1,0,2,1,1,1,2,93,39
61,2,2,1,14,10100,5,39,4,1,1,0,1,0,6,2,3,408,39
42,1,1,1,16,10300,4,39,4,1,1,0,3,0,6,2,2,130,39
49,1,1,1,19,80000,3,39,4,2,1,0,4,1,1,1,2,99,39
53,1,9,1,18,179200,1,39,4,2,1,0,3,1,1,1,1,66,39
16,1,1,1,12,600,5,39,0,2,1,0,6,1,1,2,3,95,39
24,2,1,1,16,18200,5,39,4,1,1,0,2,1,1,1,3,117,39
44,1,1,1,16,70000,1,39,4,2,1,0,2,1,1,1,2,46,39
15,2,1,1,11,0,5,39,0,2,1,0,4,0,0,1,1,132,39
20,2,1,2,19,26000,5,39,4,2,1,0,4,0,6,1,3,46,39
60,1,1,1,17,8400,1,39,4,1,1,0,4,0,6,2,1,62,39
16,1,1,1,12,0,5,39,0,2,1,0,3,0,6,1,1,73,39
27,1,1,1,16,48000,5,39,4,2,1,0,3,0,3,1,1,25,39
22,2,1,1,21,6000,5,39,4,2,1,0,4,1,1,1,1,175,39
64,2,1,1,21,24920,1,39,4,2,1,0,2,0,6,1,1,75,39
31,1,1,1,21,5500,5,39,4,2,1,0,2,1,1,1,3,126,39
15,1,1,1,12,0,5,39,0,2,1,0,2,0,0,1,3,104,39
67,2,1,1,21,27200,5,39,4,2,1,0,1,0,2,2,1,163,39
52,2,1,1,21,42000,1,39,2,2,1,0,4,1,1,1,1,344,39
81,2,1,1,16,27200,2,39,4,2,1,0,3,0,6,1,2,92,39
7,1,9,1,4,-19999,5,39,0,2,1,0,5,0,0,2,3,250,39
44,1,1,1,16,30000,1,39,4,1,1,0,4,1,1,1,2,761,39
8,1,1,1,4,-19999,5,39,0,2,1,0,6,0,0,2,1,94,39
37,2,1,1,21,49400,1,39,4,2,1,0,4,1,1,1,2,297,39
63,1,1,1,16,32000,5,39,4,2,1,0,1,1,1,1,1,123,39
54,1,1,1,19,104000,1,39,1,2,1,0,4,1,4,2,1,114,39
79,2,1,1,16,20400,5,39,4,2,1,0,1,0,6,1,3,82,39
79,2,1,1,16,10800,1,39,4,1,1,0,2,0,6,2,2,214,39
43,1,9,1,22,233900,1,39,4,2,1,0,4,1,1,1,1,141,39
9,1,1,1,6,-19999,5,39,0,2,1,0,4,0,0,1,2,117,39
69,2,1,1,16,7900,2,39,4,2,1,0,4,0,6,2,2,78,39
53,2,1,1,16,42000,5,39,4,2,1,0,1,1,1,1,3,334,39
50,1,1,1,16,50000,3,39,4,2,1,0,2,1,1,1,3,116,39
2,1,2,1,0,-19999,5,39,0,2,1,0,7,0,0,2,2,431,39
14,1,1,1,10,-19999,5,39,0,2,1,0,4,0,0,1,1,128,39
23,1,1,1,16,40000,5,39,4,2,1,0,2,1,1,1,3,86,39
62,2,2,1,16,16300,5,39,4,1,1,0,3,0,6,2,3,187,39
38,1,1,1,21,50000,3,39,4,2,1,0,5,1,1,2,1,53,39
20,2,2,1,15,12000,5,39,4,2,1,0,3,11,1,2,3,598,39
51,2,2,1,19,17900,1,39,2,2,1,0,3,0,6,2,3,373,39
15,1,1,1,12,0,5,39,0,2,1,0,5,0,0,1,1,92,39
57,1,1,1,24,18000,1,39,2,1,1,1,2,11,1,1,1,114,39
68,1,9,1,19,23600,3,39,2,1,1,0,1,1,1,2,3,67,39
7,1,1,1,3,-19999,5,39,0,2,1,0,6,0,0,1,1,115,39
58,2,1,1,16,40000,5,39,4,2,1,0,1,1,1,2,2,143,39
74,2,1,1,16,9800,1,39,4,1,1,0,2,0,6,2,2,59,39
34,2,2,1,19,1700,3,39,4,1,1,0,2,2,1,2,3,975,39
94,1,1,1,16,20500,2,39,4,1,1,0,1,0,6,2,2,204,39
83,2,1,1,16,32100,5,39,4,2,1,0,1,0,6,2,2,117,39
38,2,1,1,20,44000,1,39,4,2,1,0,4,1,1,1,1,226,39
43,2,1,1,21,0,1,39,4,2,1,0,4,0,6,1,2,77,39
39,2,2,1,19,38000,1,39,4,2,1,0,3,1,1,1,3,705,39
47,1,1,1,19,29230,3,39,4,2,1,0,1,1,1,2,3,37,39
38,1,1,1,21,193000,1,39,4,2,5,0,5,11,1,1,1,110,39
20,2,1,1,19,4200,5,39,4,2,1,0,2,0,2,1,3,706,39
10,1,9,1,8,-19999,5,39,0,2,1,1,7,0,0,2,2,50,39
38,1,1,1,21,48000,1,39,4,2,1,0,5,0,2,1,1,80,39
17,1,1,1,14,530,5,39,4,2,1,0,4,0,6,1,1,20,39
67,1,1,1,21,28500,1,39,4,2,1,0,3,0,6,2,1,108,39
87,2,1,1,21,18000,2,39,4,2,1,0,1,0,6,2,3,157,39
29,2,1,1,22,175000,1,39,4,2,1,0,2,1,1,1,1,48,39
74,1,1,1,17,39600,3,39,2,1,1,0,3,0,6,1,2,184,39
65,2,1,1,16,56000,1,39,4,2,1,0,2,1,1,2,1,175,39
84,1,1,1,21,15000,3,39,2,2,1,0,1,0,6,2,3,31,39
52,1,1,1,22,108000,1,39,2,2,1,0,2,1,1,1,1,356,39
37,1,1,1,22,42000,1,39,4,2,1,0,4,1,1,1,1,53,39
3,1,8,2,1,-19999,5,39,0,2,1,0,5,0,0,2,3,71,39
37,1,8,2,16,11000,1,39,4,2,5,2,7,0,2,2,3,107,39
60,1,1,1,16,5000,1,39,4,2,1,0,2,0,6,1,2,78,39
24,1,1,1,19,100000,1,39,4,2,1,0,3,1,1,1,1,72,39
67,1,2,3,14,8400,3,39,4,1,1,0,1,0,6,2,3,204,39
94,2,1,1,14,26800,2,39,4,1,1,0,2,0,6,1,2,117,39
43,1,1,1,22,124030,1,39,4,2,1,0,4,11,1,1,1,118,39
44,1,2,1,16,62000,1,39,4,2,1,0,4,1,1,1,3,258,39
0,1,1,1,0,-19999,5,39,0,2,1,0,3,0,0,2,3,261,39
7,1,1,1,4,-19999,5,39,0,2,1,0,8,0,0,2,2,83,39
18,1,1,1,14,21500,5,39,4,2,1,0,3,1,1,1,1,84,39
12,2,6,1,9,-19999,5,39,0,2,1,0,6,0,0,2,2,334,39
18,1,9,1,16,5700,5,39,4,2,1,0,3,0,6,2,1,200,39
68,1,1,1,23,61600,1,39,4,1,1,0,2,1,1,2,1,52,39
50,2,1,1,19,9000,2,39,4,2,1,0,2,0,6,2,1,60,39
57,2,1,1,13,16400,1,39,4,2,1,0,3,0,6,1,2,91,39
74,2,8,3,5,10000,5,39,4,1,1,3,2,0,6,2,3,70,39
31,1,8,2,9,30000,1,39,4,2,5,3,5,1,1,2,3,548,39
54,2,1,1,19,10700,1,39,4,1,1,0,2,1,1,1,1,52,39
2,1,6,1,0,-19999,5,39,0,2,1,0,3,0,0,1,1,286,39
20,1,2,1,19,0,5,39,4,2,1,0,1,0,3,2,0,57,39
23,1,1,1,15,3000,5,39,4,2,1,0,3,0,6,1,2,114,39
32,2,1,1,16,24000,1,39,4,2,1,0,3,1,1,1,3,209,39
78,1,1,1,22,58000,1,39,4,2,1,0,2,0,6,2,2,102,39
44,2,1,1,20,40000,1,39,4,1,1,0,3,1,1,1,1,167,39
62,2,1,1,21,0,1,39,4,2,1,0,2,0,6,2,2,145,39
50,1,1,1,20,102000,1,39,4,2,1,0,2,1,1,1,1,189,39
8,1,2,1,4,-19999,5,39,0,2,4,0,4,0,0,1,3,322,39
21,1,1,1,19,30000,5,39,4,2,1,0,2,1,1,1,3,100,39
61,2,1,1,20,50000,1,39,4,1,1,0,3,1,1,1,1,69,39
50,2,1,1,16,10400,3,39,4,1,1,0,2,0,6,2,2,124,39
16,2,1,1,12,1900,5,39,0,1,1,0,4,0,6,1,3,70,39
42,1,1,1,22,100400,1,39,4,2,1,0,5,1,1,1,1,78,39
17,1,1,1,14,13200,5,39,4,2,1,0,3,1,1,2,2,47,39
19,2,1,1,19,15000,1,39,4,2,1,0,3,1,1,1,1,61,39
20,1,1,1,16,35000,5,39,4,2,1,0,4,1,1,2,3,580,39
81,1,1,1,21,62900,1,39,4,1,1,0,2,0,6,2,2,119,39
19,1,1,1,18,1500,5,39,4,2,1,0,4,1,1,1,2,77,39
28,2,1,1,16,55000,5,39,4,2,1,0,4,1,1,1,1,130,39
14,1,1,1,11,-19999,5,39,0,2,1,0,4,0,0,1,2,111,39
36,1,1,1,21,50180,1,39,2,2,1,0,3,11,1,1,1,137,39
55,1,6,1,16,29000,1,39,4,2,5,3,6,1,1,2,2,82,39
65,1,1,1,17,20800,1,39,2,2,1,0,2,0,6,1,1,59,39
36,1,1,1,21,57000,1,39,4,2,1,0,4,1,1,1,1,189,39
67,2,1,1,22,73020,1,39,4,2,1,0,2,0,6,2,1,35,39
9,2,1,1,7,-19999,5,39,0,2,1,0,5,0,0,1,1,68,39
51,1,1,1,16,47000,1,39,4,2,1,0,2,1,1,2,2,57,39
94,2,1,1,21,80600,2,39,4,1,1,0,1,0,6,2,0,74,39
33,2,6,1,22,69000,1,39,4,2,4,1,4,1,1,1,1,143,39
16,2,1,1,12,0,5,39,0,2,1,0,5,0,6,1,1,311,39
20,1,1,1,19,0,5,39,4,1,1,0,3,0,6,1,2,251,39
66,1,1,1,19,5450,5,39,4,1,1,0,1,0,6,2,3,271,39
16,2,1,1,14,0,5,39,0,1,1,0,5,0,6,2,1,130,39
58,1,1,1,21,110000,1,39,4,2,1,0,2,1,1,1,1,122,39
34,2,2,1,16,5200,5,39,4,2,3,0,3,1,1,2,1,113,39
59,2,1,1,18,44400,3,39,4,2,1,0,3,12,1,1,1,377,39
74,2,1,1,16,19700,2,39,4,2,1,0,2,0,6,2,1,59,39
53,2,1,1,18,33100,1,39,4,2,1,0,2,11,1,1,3,213,39
40,2,1,1,21,46000,1,39,4,2,1,0,4,1,1,1,2,75,39
46,2,1,1,16,25000,1,39,4,2,1,0,4,1,1,1,1,87,39
33,1,2,1,20,59000,5,39,4,2,1,0,1,1,1,1,3,206,39
0,2,1,1,0,-19999,5,39,0,2,1,0,4,0,0,2,1,112,39
69,1,1,1,17,37800,1,39,4,1,1,0,3,0,6,2,1,62,39
56,1,1,1,16,89000,1,39,4,2,1,0,3,1,1,1,1,361,39
56,2,1,1,19,48000,1,39,4,2,1,0,4,1,1,2,1,195,39
18,1,1,1,16,0,5,39,4,2,1,0,3,0,6,1,1,176,39
22,1,1,1,19,0,5,39,4,2,1,0,1,0,6,1,0,37,39
17,2,1,1,14,0,5,39,4,1,1,0,5,0,6,2,1,426,39
9,2,1,1,7,-19999,5,39,0,2,1,0,4,0,0,1,2,71,39
75,1,2,1,24,59200,1,39,4,2,1,0,2,0,6,1,1,68,39
25,2,2,1,20,30000,5,39,4,2,1,0,1,1,1,2,3,142,39
18,2,6,1,13,24000,5,39,4,2,5,2,6,0,6,1,1,117,39
73,2,1,1,16,10700,1,39,4,2,1,0,2,0,6,2,1,102,39
43,2,9,19,21,70000,3,39,4,2,4,1,4,1,1,1,1,213,39
64,2,1,1,19,12000,1,39,4,2,1,0,3,0,6,2,1,394,39
73,1,1,1,20,4380,3,39,3,1,1,0,1,0,6,2,3,70,39
2,1,2,1,0,-19999,5,39,0,2,1,0,6,0,0,2,1,164,39
44,1,1,1,16,54000,1,39,2,2,1,0,5,1,1,1,1,68,39
68,2,1,1,16,43550,2,39,4,2,1,0,1,1,1,1,2,64,39
17,2,1,1,16,10000,5,39,4,2,1,0,6,1,1,1,1,178,39
35,2,1,1,16,35000,5,39,4,2,1,0,6,1,1,2,1,23,39
34,2,2,1,22,14000,4,39,4,1,1,0,2,0,2,2,3,201,39
29,1,1,1,18,21000,5,39,4,2,1,0,2,1,1,2,2,90,39
28,2,1,1,22,80000,1,39,4,2,1,0,3,0,2,1,1,69,39
24,1,2,1,16,16000,5,39,4,2,1,0,4,0,3,2,3,122,39
62,2,1,1,17,41380,3,39,4,2,1,1,2,1,1,1,1,115,39
63,1,1,1,18,42000,5,39,4,2,1,0,2,1,1,2,2,10,39
16,1,1,1,12,0,5,39,0,2,1,0,5,0,6,1,1,27,39
76,2,1,1,19,132000,2,39,4,2,1,0,2,0,6,1,2,114,39
37,2,1,1,17,3000,1,39,4,2,1,0,4,0,6,2,3,253,39
23,1,1,1,16,25000,5,39,4,2,1,0,2,1,1,1,2,146,39
66,1,1,1,12,35000,3,39,3,2,1,0,1,0,6,2,2,202,39
9,1,1,1,5,-19999,5,39,0,2,1,0,4,0,0,1,1,67,39
29,2,1,1,21,42000,5,39,4,2,1,0,2,1,1,1,1,15,39
70,1,2,1,22,10200,5,39,4,2,1,0,2,0,6,1,3,62,39
19,1,9,1,18,0,5,39,4,2,1,0,4,0,6,2,3,69,39
15,2,1,1,12,0,5,39,0,2,1,0,7,0,0,2,3,65,39
35,1,3,1,16,0,5,39,4,2,1,0,3,0,6,2,3,171,39
62,2,1,1,17,41000,1,39,4,2,1,0,2,1,1,1,1,75,39
23,1,1,1,18,570,5,39,4,2,1,0,4,1,1,2,1,99,39
41,1,1,1,21,120130,1,39,4,2,1,0,2,1,1,1,2,92,39
66,1,1,1,18,80000,1,39,4,2,1,0,2,11,1,2,2,72,39
94,1,2,1,13,15600,1,39,2,1,1,0,2,0,6,2,4,154,39
26,1,2,1,16,18000,1,39,4,2,5,3,8,0,3,2,2,357,39
2,2,1,1,0,-19999,5,39,0,2,1,0,9,0,0,2,1,213,39
11,2,9,1,9,-19999,5,39,0,2,1,0,6,0,0,2,1,179,39
32,2,1,1,21,39600,1,39,4,2,1,0,3,1,1,1,1,91,39
51,2,1,1,19,2200,5,39,4,1,1,0,1,0,6,2,0,71,39
25,2,1,1,21,100,5,39,4,2,1,1,1,0,6,1,3,383,39
35,2,1,1,20,48000,5,39,4,2,1,0,1,1,1,1,1,114,39
56,1,1,1,21,110000,1,39,4,2,1,0,2,1,1,1,2,74,39
68,1,1,1,16,0,3,39,4,2,1,0,2,0,6,2,2,59,39
52,2,1,1,22,81000,1,39,4,2,1,0,4,1,1,1,1,161,39
44,2,9,1,16,58000,1,39,4,2,1,0,4,11,1,1,1,124,39
60,2,2,1,18,38000,3,39,4,2,1,0,1,1,1,1,1,74,39
29,1,1,1,16,58000,1,39,4,2,1,0,4,1,1,1,1,130,39
3,1,1,1,1,-19999,5,39,0,2,3,0,4,0,0,1,1,104,39
41,2,1,1,21,17000,1,39,4,2,1,0,2,1,1,1,1,139,39
13,1,6,1,10,-19999,5,39,0,2,1,0,5,0,0,1,1,138,39
2,2,1,1,0,-19999,5,39,0,2,1,0,6,0,0,2,2,94,39
35,2,1,1,22,30350,1,39,4,2,1,0,4,1,1,2,1,112,39
41,1,6,1,22,150500,1,39,4,2,5,1,3,1,1,1,1,84,39
14,1,1,1,12,-19999,5,39,0,2,1,0,3,0,0,2,1,210,39
43,2,1,1,12,0,2,39,4,1,1,0,1,0,6,2,0,57,39
64,1,1,1,18,49000,1,39,4,1,1,0,2,0,6,2,1,94,39
47,1,1,1,11,30000,1,39,4,2,1,0,1,1,1,2,1,71,39
56,1,1,1,16,22500,1,39,4,1,1,0,2,0,6,1,1,60,39
13,1,2,1,11,-19999,5,39,0,2,1,1,4,0,0,1,1,331,39
43,2,6,1,7,48000,1,39,4,2,4,2,5,0,3,2,1,308,39
3,1,9,1,1,-19999,5,39,0,2,1,0,5,0,0,1,3,134,39
17,2,9,1,13,0,5,39,4,2,1,0,6,0,6,2,1,44,39
25,2,1,1,20,0,5,39,4,2,1,0,7,0,3,2,3,155,39
73,1,1,1,19,35100,1,39,4,2,1,0,2,0,6,1,1,86,39
54,1,1,1,16,58000,1,39,4,2,1,0,2,1,1,1,1,125,39
27,1,1,1,21,42480,5,39,4,2,1,0,2,1,1,1,3,85,39
15,2,1,1,12,0,5,39,0,2,1,0,3,0,0,2,3,423,39
3,1,1,1,1,-19999,5,39,0,2,1,0,4,0,0,2,1,191,39
53,1,1,1,17,52000,1,39,4,2,1,0,3,1,1,1,3,141,39
65,2,1,1,20,3300,1,39,4,2,1,0,2,0,6,2,2,92,39
1,1,1,1,0,-19999,5,39,0,2,1,0,5,0,0,1,1,193,39
74,2,1,1,18,6800,2,39,4,1,1,0,1,0,6,2,3,57,39
46,2,1,1,22,25000,1,39,4,2,1,0,4,1,1,2,1,170,39
81,2,1,1,21,104600,3,39,4,2,1,0,1,0,6,2,2,106,39
47,2,1,1,21,79000,3,39,4,2,1,0,1,1,1,1,3,278,39
77,2,1,1,16,91600,1,39,4,1,1,0,2,12,1,2,2,68,39
94,2,1,1,15,22200,2,39,4,1,1,0,1,0,6,2,2,82,39
65,1,1,1,1,12000,5,39,4,1,1,0,3,0,6,2,2,376,39
47,1,1,1,22,13000,3,39,4,1,1,0,1,0,6,2,2,128,39
34,2,1,1,21,40000,5,39,4,2,1,0,1,1,1,1,1,60,39
16,1,8,3,14,0,5,39,0,1,1,1,2,0,6,1,1,183,39
86,2,1,1,22,19200,2,39,4,1,1,0,1,0,6,2,0,94,39
70,1,1,1,16,18300,1,39,4,2,1,0,2,0,6,2,2,57,39
66,1,1,1,19,27500,2,39,4,1,1,2,1,0,6,1,2,52,39
35,2,1,1,17,10000,1,39,4,2,1,0,5,1,1,1,3,89,39
42,1,8,2,12,31000,5,39,4,2,5,2,2,1,1,2,3,222,39
14,2,2,1,10,-19999,5,39,0,1,1,0,2,0,0,2,3,781,39
36,2,1,1,15,40000,5,39,4,2,3,0,2,1,1,1,2,135,39
68,2,1,1,22,36000,3,39,4,2,1,0,1,0,6,2,1,150,39
87,1,1,1,19,1600,2,39,2,1,1,1,1,0,6,2,3,118,39
17,1,2,1,14,10800,5,39,4,2,1,0,3,1,1,2,3,495,39
61,1,1,1,21,228000,3,39,4,2,1,0,1,1,1,1,1,75,39
40,1,1,1,16,24500,3,39,4,1,1,0,1,0,6,2,0,112,39
63,2,1,1,22,49000,2,39,4,2,1,0,1,0,6,2,2,122,39
41,2,1,1,16,0,1,39,4,2,1,2,6,0,6,2,1,431,39
65,1,1,1,22,47900,1,39,4,2,1,0,3,1,1,1,2,53,39
1,2,2,1,0,-19999,5,39,0,2,1,0,4,0,0,2,3,315,39
42,2,1,1,19,10000,4,39,4,2,1,0,4,0,6,2,1,311,39
11,2,1,1,8,-19999,5,39,0,2,1,0,3,0,0,1,1,49,39
0,1,1,1,0,-19999,5,39,0,2,1,0,10,0,0,1,1,221,39
50,1,1,1,17,60000,1,39,4,2,1,0,2,11,1,1,3,179,39
19,2,1,1,18,4300,5,39,4,2,1,0,1,0,6,1,0,21,39
16,1,1,1,11,0,1,39,0,2,1,1,3,0,6,1,2,109,39
29,2,1,1,21,32000,1,39,4,2,1,0,4,1,1,1,1,219,39
36,1,1,1,19,48000,1,39,4,2,1,0,5,1,1,1,1,118,39
50,2,1,1,21,87000,1,39,4,2,1,0,2,11,1,1,2,40,39
14,2,1,1,11,-19999,5,39,0,2,1,0,4,0,0,2,3,580,39
62,2,1,1,17,1000,1,39,4,1,1,0,2,0,6,2,1,93,39
66,1,1,1,20,85000,1,39,4,2,1,0,3,1,1,1,2,114,39
63,2,1,1,19,50200,3,39,4,2,1,0,1,0,6,2,1,55,39
34,2,1,2,18,36000,5,39,4,2,1,0,2,1,1,1,2,180,39
9,2,1,1,6,-19999,5,39,0,2,1,0,5,0,0,1,1,93,39
32,2,1,1,19,14600,5,39,4,2,1,0,4,1,1,2,2,319,39
74,1,1,1,16,80900,1,39,2,2,1,0,2,0,6,1,2,57,39
41,1,1,1,21,120000,1,39,4,2,1,0,2,11,1,1,1,96,39
37,2,1,1,20,48000,1,39,4,2,1,0,2,1,1,1,1,72,39
9,2,9,1,6,-19999,5,39,0,2,1,0,5,0,0,1,1,103,39
79,2,1,1,21,46800,1,39,4,2,1,0,2,0,6,2,2,59,39
60,1,1,1,21,6000,1,39,4,2,1,0,2,0,6,2,1,154,39
33,2,1,1,22,69000,1,39,4,2,1,0,3,1,1,1,1,148,39
32,2,1,1,12,1200,1,39,4,2,1,0,1,0,6,2,3,281,39
7,2,6,1,5,-19999,5,39,0,2,1,0,6,0,0,1,3,132,39
52,2,1,1,15,23000,1,39,4,2,1,0,2,1,1,1,1,113,39
5,1,1,1,2,-19999,5,39,0,2,1,0,5,0,0,1,1,162,39
80,1,1,1,16,17100,2,39,4,2,4,0,3,0,6,1,2,52,39
80,1,1,1,21,30900,1,39,4,1,1,0,3,0,6,1,2,135,39
20,1,2,3,18,19000,5,39,4,2,1,0,2,1,1,2,3,234,39
15,2,1,1,10,0,5,39,0,2,1,0,4,0,0,2,3,90,39
25,2,1,1,20,60000,5,39,4,2,1,0,4,1,1,1,2,77,39
65,2,1,1,22,18020,1,39,4,1,1,0,3,1,1,2,1,120,39
53,2,6,1,20,40000,1,39,4,2,1,0,2,11,1,1,3,49,39
11,2,2,1,9,-19999,5,39,0,2,1,0,3,0,0,2,3,128,39
33,1,9,1,18,35000,5,39,4,2,1,0,2,1,1,2,1,43,39
9,2,1,1,6,-19999,5,39,0,1,1,0,4,0,0,1,1,78,39
63,2,1,1,16,62000,2,39,4,2,1,0,1,1,1,1,2,90,39
2,1,9,2,0,-19999,5,39,0,2,1,0,4,0,0,2,3,154,39
31,1,1,1,21,498000,5,39,4,2,1,0,3,1,1,1,1,213,39
47,1,2,1,19,25000,5,39,4,2,1,0,1,1,1,1,3,323,39
75,2,1,1,20,28300,2,39,4,2,1,0,2,0,6,2,2,218,39
66,2,2,1,16,59000,3,39,4,2,1,0,6,1,1,1,2,33,39
2,1,9,1,0,-19999,5,39,0,2,1,0,6,0,0,1,1,30,39
13,2,1,1,3,-19999,5,39,0,2,1,0,9,0,0,1,2,290,39
7,2,1,1,3,-19999,5,39,0,2,1,0,5,0,0,2,2,45,39
6,1,1,1,3,-19999,5,39,0,2,1,0,4,0,0,1,1,756,39
30,2,1,1,21,188000,1,39,4,2,1,0,3,11,1,1,1,69,39
88,1,1,1,16,21000,1,39,3,1,1,0,2,0,6,2,2,287,39
37,1,2,1,16,30000,1,39,4,2,1,0,4,1,1,1,3,75,39
8,1,6,1,5,-19999,5,39,0,2,1,1,4,0,0,1,2,126,39
36,1,1,1,22,110000,5,39,4,2,1,0,3,1,1,1,1,173,39
47,2,1,1,16,30000,5,39,4,1,1,0,4,1,1,1,3,381,39
66,2,1,1,22,5000,1,39,4,1,1,0,3,0,6,2,2,184,39
29,1,1,1,19,56000,5,39,4,2,1,0,1,1,1,1,1,156,39
55,2,1,1,21,117000,3,39,4,2,1,0,2,1,1,1,2,332,39
51,2,1,1,21,47900,1,39,4,2,1,0,2,1,1,1,1,208,39
14,2,2,1,11,-19999,5,39,0,2,1,0,4,0,0,2,1,124,39
31,2,1,1,17,45000,1,39,4,2,1,0,3,1,1,1,3,532,39
37,2,1,1,17,1600,1,39,4,2,1,0,4,0,2,1,1,306,39
57,1,1,1,19,53300,1,39,4,1,1,0,9,1,1,2,1,109,39
35,1,1,1,16,35000,5,39,4,2,1,0,1,1,1,1,3,280,39
33,1,1,1,19,70000,3,39,1,2,1,0,2,1,4,1,3,292,39
8,1,1,1,5,-19999,5,39,0,2,1,0,4,0,0,1,1,136,39
66,2,1,1,18,68000,1,39,4,2,1,0,2,1,1,1,2,74,39
32,2,1,1,21,130,1,39,4,1,1,0,5,0,6,1,1,250,39
16,1,1,1,13,10000,5,39,0,2,1,0,6,1,1,1,1,124,39
6,2,8,2,1,-19999,5,39,0,2,1,0,6,0,0,2,3,192,39
33,1,1,1,19,26400,3,39,2,1,1,0,1,1,1,2,1,162,39
62,2,1,1,16,6600,5,39,4,2,1,0,2,11,1,2,2,108,39
55,1,1,1,16,113000,1,39,2,2,1,0,4,11,1,1,1,164,39
18,2,6,1,20,14100,5,39,4,2,1,1,4,1,1,1,2,127,39
16,2,1,1,13,48000,5,39,0,2,1,0,5,1,1,1,2,85,39
50,1,1,1,20,42000,1,39,4,2,1,0,4,1,1,1,1,458,39
39,1,1,1,17,12000,5,39,4,2,1,0,2,1,1,2,2,98,39
60,2,1,1,20,70100,1,39,4,2,1,0,2,1,1,1,1,134,39
9,1,2,1,7,-19999,5,39,0,2,1,0,4,0,0,2,1,187,39
67,1,1,1,22,74400,1,39,4,2,1,0,3,0,6,2,2,74,39
51,2,1,1,21,95000,1,39,4,2,1,0,2,1,1,1,1,104,39
43,2,1,1,21,95000,3,39,4,2,1,0,5,11,1,1,1,309,39
16,2,1,1,13,0,5,39,0,2,1,0,6,0,6,1,1,68,39
71,2,1,1,20,21700,1,39,4,2,1,0,3,0,6,2,2,69,39
27,1,1,1,21,50000,5,39,4,2,1,0,3,1,1,1,2,61,39
46,2,1,1,22,2500,1,39,4,2,1,0,5,0,6,1,2,302,39
